0.000000000000000000e+00,-1.500000059604644775e-01
1.000000000000000000e+00,-1.629166742786765099e+00
2.000000000000000000e+00,-5.625000521540641785e-01
3.000000000000000000e+00,-1.275000033900141716e+00
4.000000000000000000e+00,-2.185714283958077431e+00
5.000000000000000000e+00,-1.858333371579647064e+00
6.000000000000000000e+00,-1.250000149011611938e-01
7.000000000000000000e+00,-2.514285791665315628e+00
8.000000000000000000e+00,-1.500000059604644775e-01
9.000000000000000000e+00,-2.545000066980719566e+00
1.000000000000000000e+01,-1.411111138761043549e+00
1.100000000000000000e+01,-1.006818190217018127e+00
1.200000000000000000e+01,-2.077272776514291763e+00
1.300000000000000000e+01,-1.391666745766997337e+00
1.400000000000000000e+01,9.999999646097421646e-01
1.500000000000000000e+01,-2.114285735413432121e+00
1.600000000000000000e+01,-1.097727347165346146e+00
1.700000000000000000e+01,-3.850000333040952682e-01
1.800000000000000000e+01,-7.000000961124897003e-01
1.900000000000000000e+01,-1.075000038370490074e+00
2.000000000000000000e+01,-2.268181892111897469e+00
2.100000000000000000e+01,-1.800000406801700592e-01
2.200000000000000000e+01,-6.350000575184822083e-01
2.300000000000000000e+01,-9.800000321120023727e-01
2.400000000000000000e+01,-5.000003986060619354e-02
2.500000000000000000e+01,-5.500000566244125366e-01
2.600000000000000000e+01,-5.100000649690628052e-01
2.700000000000000000e+01,-1.500000059604644775e-01
2.800000000000000000e+01,-1.190000033006072044e+00
2.900000000000000000e+01,1.250000050291419029e+00
3.000000000000000000e+01,-1.500000059604644775e-01
3.100000000000000000e+01,-2.216666745021939278e+00
3.200000000000000000e+01,-6.750000678002834320e-01
3.300000000000000000e+01,-1.159091293811798096e-01
3.400000000000000000e+01,-2.783333417028188705e+00
3.500000000000000000e+01,-2.071428623050451279e+00
3.600000000000000000e+01,-8.944445177912712097e-01
3.700000000000000000e+01,-1.025000022724270821e+00
3.800000000000000000e+01,4.428570847958326340e-01
3.900000000000000000e+01,-1.150000028312206268e+00
4.000000000000000000e+01,-7.650000341236591339e-01
4.100000000000000000e+01,-1.558333367109298706e+00
4.200000000000000000e+01,-2.095454564318060875e+00
4.300000000000000000e+01,-1.458333380520343781e+00
4.400000000000000000e+01,-1.362500067800283432e+00
