0.000000000000000000e+00,-2.534999984316527843e+00
1.000000000000000000e+00,-2.534999984316527843e+00
2.000000000000000000e+00,-2.674999984912574291e+00
3.000000000000000000e+00,-2.184999982826411724e+00
4.000000000000000000e+00,-2.464999984018504620e+00
5.000000000000000000e+00,-2.254999983124434948e+00
6.000000000000000000e+00,-2.674999984912574291e+00
7.000000000000000000e+00,-2.604999984614551067e+00
8.000000000000000000e+00,-2.884999985806643963e+00
9.000000000000000000e+00,-2.464999984018504620e+00
1.000000000000000000e+01,-4.753499879222363234e+01
1.100000000000000000e+01,-1.974999981932342052e+00
1.200000000000000000e+01,-7.003499819617718458e+01
1.300000000000000000e+01,-3.621499908994883299e+01
1.400000000000000000e+01,-2.534999984316527843e+00
1.500000000000000000e+01,-2.954999986104667187e+00
1.600000000000000000e+01,-1.375349964080378413e+02
1.700000000000000000e+01,-2.814999985508620739e+00
1.800000000000000000e+01,-2.394999983720481396e+00
1.900000000000000000e+01,-3.691499909292906523e+01
2.000000000000000000e+01,-2.604999984614551067e+00
2.100000000000000000e+01,-2.044999982230365276e+00
2.200000000000000000e+01,-9.239499759953469038e+01
2.300000000000000000e+01,-3.635499909054487944e+01
2.400000000000000000e+01,-2.503499938827008009e+01
2.500000000000000000e+01,-2.394999983720481396e+00
2.600000000000000000e+01,-3.649499909114092588e+01
2.700000000000000000e+01,-2.254999983124434948e+00
2.800000000000000000e+01,-2.674999984912574291e+00
2.900000000000000000e+01,-2.814999985508620739e+00
3.000000000000000000e+01,-2.324999983422458172e+00
3.100000000000000000e+01,-2.114999982528388500e+00
3.200000000000000000e+01,-2.524499938916414976e+01
3.300000000000000000e+01,-2.184999982826411724e+00
3.400000000000000000e+01,-1.413499968778342009e+01
3.500000000000000000e+01,-7.038499819766730070e+01
3.600000000000000000e+01,-2.044999982230365276e+00
3.700000000000000000e+01,-1.378850023699924350e+02
3.800000000000000000e+01,-2.884999985806643963e+00
3.900000000000000000e+01,-2.394999983720481396e+00
4.000000000000000000e+01,-2.524499938916414976e+01
4.100000000000000000e+01,-1.509999970905482769e+00
4.200000000000000000e+01,-2.184999982826411724e+00
4.300000000000000000e+01,-2.394999983720481396e+00
4.400000000000000000e+01,-2.814999985508620739e+00
4.500000000000000000e+01,-1.380250023705884814e+02
4.600000000000000000e+01,-6.996499819587916136e+01
4.700000000000000000e+01,-2.744999985210597515e+00
4.800000000000000000e+01,-2.044999982230365276e+00
4.900000000000000000e+01,-2.114999982528388500e+00
5.000000000000000000e+01,-2.044999982230365276e+00
5.100000000000000000e+01,-2.534999984316527843e+00
5.200000000000000000e+01,-2.744999985210597515e+00
5.300000000000000000e+01,-2.814999985508620739e+00
5.400000000000000000e+01,-2.044999982230365276e+00
5.500000000000000000e+01,-2.464999984018504620e+00
5.600000000000000000e+01,-2.324999983422458172e+00
5.700000000000000000e+01,-2.534999984316527843e+00
5.800000000000000000e+01,-2.274649940235540271e+02
5.900000000000000000e+01,-2.461499938648194075e+01
6.000000000000000000e+01,-1.716350029660388827e+02
6.100000000000000000e+01,-2.604999984614551067e+00
6.200000000000000000e+01,-4.732499879132956266e+01
6.300000000000000000e+01,-1.413499968778342009e+01
6.400000000000000000e+01,-5.950000314041972160e-01
6.500000000000000000e+01,-2.744999985210597515e+00
6.600000000000000000e+01,-2.604999984614551067e+00
6.700000000000000000e+01,-2.674999984912574291e+00
6.800000000000000000e+01,-2.884999985806643963e+00
6.900000000000000000e+01,-4.711499879043549299e+01
7.000000000000000000e+01,-4.732499879132956266e+01
7.100000000000000000e+01,-2.394999983720481396e+00
7.200000000000000000e+01,-2.517499938886612654e+01
7.300000000000000000e+01,-4.739499879162758589e+01
7.400000000000000000e+01,-2.464999984018504620e+00
7.500000000000000000e+01,-1.509999970905482769e+00
7.600000000000000000e+01,-1.829549952177330852e+02
7.700000000000000000e+01,-2.814999985508620739e+00
7.800000000000000000e+01,-2.604999984614551067e+00
7.900000000000000000e+01,-3.094999986700713634e+00
8.000000000000000000e+01,-2.044999982230365276e+00
8.100000000000000000e+01,-2.884999985806643963e+00
8.200000000000000000e+01,-2.324999983422458172e+00
8.300000000000000000e+01,-2.744999985210597515e+00
8.400000000000000000e+01,-2.604999984614551067e+00
8.500000000000000000e+01,-2.534999984316527843e+00
8.600000000000000000e+01,-3.444999988190829754e+00
8.700000000000000000e+01,-1.826749952165409923e+02
8.800000000000000000e+01,-1.343499968480318785e+01
8.900000000000000000e+01,-2.674999984912574291e+00
9.000000000000000000e+01,-2.464999984018504620e+00
9.100000000000000000e+01,-2.534999984316527843e+00
9.200000000000000000e+01,-1.375350023685023189e+02
9.300000000000000000e+01,-2.464999984018504620e+00
9.400000000000000000e+01,-2.394999983720481396e+00
9.500000000000000000e+01,-2.504999998025596142e+00
9.600000000000000000e+01,-9.180499761085957289e+01
9.700000000000000000e+01,-2.044999982230365276e+00
9.800000000000000000e+01,-2.744999985210597515e+00
9.900000000000000000e+01,-2.604999984614551067e+00
1.000000000000000000e+02,-2.674999984912574291e+00
1.010000000000000000e+02,-2.744999985210597515e+00
1.020000000000000000e+02,-2.674999984912574291e+00
1.030000000000000000e+02,-9.267499760072678328e+01
1.040000000000000000e+02,-2.464999984018504620e+00
1.050000000000000000e+02,-2.394999983720481396e+00
1.060000000000000000e+02,-6.975500117521733046e+01
1.070000000000000000e+02,-2.674999984912574291e+00
1.080000000000000000e+02,-2.394999983720481396e+00
1.090000000000000000e+02,-2.510499938856810331e+01
